Conjunto,Metodo 1,Metodo 2,Metodo 3,Metodo 4,Metodo 5,Metodo 6,Metodo 7,Metodo 8,Metodo 9,Metodo 10,Metodo 11,Metodo 12,Metodo 13,Metodo 14,Metodo 15,Metodo 16,Metodo 17,Metodo 18,Metodo 19,Metodo 20,Metodo 21,Metodo 22,Score Global
"(x10, x11, x15, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.531934
"(x10, x11, x17)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.442604
"(x10, x11, x17, x3)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.427846
"(x10, x11, x17, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.509555
"(x10, x11, x17, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.536973
"(x10, x11, x18)",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.46669
"(x10, x11, x19)",No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,0.44163
"(x10, x11, x3)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.38535
"(x10, x11, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.478557
"(x10, x11, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.527502
"(x10, x11, x8, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.585819
"(x10, x12)",Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.21325
"(x10, x12, x16, x18)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.446469
"(x10, x12, x17, x3)",No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,0.334416
"(x10, x12, x18)",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.327762
"(x10, x13)",No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,Si,No,No,Si,No,No,No,No,0.298841
"(x10, x13, x14)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.452893
"(x10, x13, x14, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.470965
"(x10, x13, x16)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.394501
"(x10, x13, x16, x17)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.429457
"(x10, x13, x16, x19)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.476267
"(x10, x13, x16, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.550007
"(x10, x13, x18, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.506549
"(x10, x13, x19, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.481789
"(x10, x13, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.452475
"(x10, x13, x5, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.558049
"(x10, x13, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.408671
"(x10, x13, x8)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.447025
"(x10, x14)",No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,Si,Si,Si,No,No,0.350177
"(x10, x14, x16, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.574236
"(x10, x14, x16, x6)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.401499
"(x10, x14, x16, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.464815
"(x10, x14, x18)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.440793
"(x10, x14, x18, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.560408
"(x10, x14, x18, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.544185
"(x10, x14, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.375813
"(x10, x14, x2, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.48701
"(x10, x14, x2, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.585133
"(x10, x14, x2, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.567053
"(x10, x14, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.532007
"(x10, x14, x2, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.447722
"(x10, x14, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.466988
"(x10, x14, x4, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.573194
"(x10, x14, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.539083
"(x10, x14, x5, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.571963
"(x10, x14, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.530782
"(x10, x14, x7, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.581179
"(x10, x14, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.50684
"(x10, x14, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.423627
"(x10, x15)",Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,0.234591
"(x10, x15, x16, x18)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.464707
"(x10, x15, x16, x3)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.366955
"(x10, x15, x18, x19)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.41732
"(x10, x15, x19)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.309779
"(x10, x15, x2)",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.387952
"(x10, x15, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.476038
"(x10, x15, x3)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.280179
"(x10, x15, x5, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.416277
"(x10, x15, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,0.314683
"(x10, x16)",No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,No,No,0.287994
"(x10, x16, x17, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.451621
"(x10, x16, x18, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.54383
"(x10, x16, x19, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.475924
"(x10, x16, x19, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.491175
"(x10, x16, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.404376
"(x10, x16, x2, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.593558
"(x10, x16, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.54711
"(x10, x16, x2, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.467137
"(x10, x16, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.468032
"(x10, x16, x7, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.517253
"(x10, x16, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,0.443736
"(x10, x16, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.347953
"(x10, x17)",No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,0.321935
"(x10, x17, x2, x7)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.513651
"(x10, x17, x5)",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.439263
"(x10, x17, x5, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.482745
"(x10, x17, x6)",No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,0.327934
"(x10, x18)",No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,Si,Si,Si,Si,Si,Si,No,No,0.320344
"(x10, x18, x19)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.393124
"(x10, x18, x2)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.430846
"(x10, x18, x2, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.495163
"(x10, x18, x2, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.480076
"(x10, x18, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.479873
"(x10, x18, x5, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.565727
"(x10, x18, x6)",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.335497
"(x10, x18, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,0.505197
"(x10, x19)",No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,Si,No,Si,Si,Si,Si,No,No,0.252275
"(x10, x19, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.396615
"(x10, x19, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.49422
"(x10, x19, x2, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.44403
"(x10, x19, x7, x9)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.468433
"(x10, x2)",No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,Si,Si,Si,No,No,0.328877
"(x10, x2, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.452946
"(x10, x2, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,0.525672
"(x10, x2, x5, x6)",No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,0.527443
"(x10, x2, x5, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.576636
"(x10, x2, x7, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.564405
"(x10, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,0.476885
"(x10, x3)",No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,Si,No,No,Si,No,No,No,No,0.219791
"(x10, x3, x9)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.314014
"(x10, x4)",Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,0.348737
"(x10, x4, x7)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.46028
"(x10, x4, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.460037
"(x10, x5)",No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,Si,Si,Si,Si,No,0.354213
"(x10, x5, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.482671
"(x10, x6)",No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,0.206917
"(x10, x7)",No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,Si,Si,Si,No,No,0.35299
"(x10, x7, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.473141
"(x10, x7, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.433549
"(x10, x8)",Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,Si,Si,Si,No,No,No,No,0.330471
"(x10, x9)",No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,Si,No,No,Si,Si,Si,No,No,0.267137
"(x11, x12)",No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.235587
"(x11, x12, x15, x17)",No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,0.32937
"(x11, x12, x15, x3)",No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,0.288324
"(x11, x12, x15, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.443616
"(x11, x12, x16)",No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,0.366401
"(x11, x12, x16, x17)",No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,0.375334
"(x11, x12, x16, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.483024
"(x11, x12, x17, x3)",No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,0.290801
"(x11, x12, x17, x6)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.274645
"(x11, x12, x18, x2)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.433519
"(x11, x13)",No,No,Si,No,No,No,Si,No,No,No,Si,Si,No,No,No,No,No,No,Si,Si,Si,No,0.313499
"(x11, x13, x14)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.42795
"(x11, x13, x14, x17)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.453607
"(x11, x13, x14, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.532174
"(x11, x13, x15)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.355555
"(x11, x13, x16, x6)",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.437433
"(x11, x13, x17)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.357387
"(x11, x13, x18, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.485361
"(x11, x13, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.436344
"(x11, x13, x2, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.548971
"(x11, x13, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.519973
"(x11, x13, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.42243
"(x11, x13, x5, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.528146
"(x11, x13, x6)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,0.323238
"(x11, x13, x6, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,0.424589
"(x11, x13, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,0.425834
"(x11, x13, x7, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,0.520118
"(x11, x13, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,0.418563
"(x11, x14)",Si,No,Si,No,No,No,Si,Si,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,0.348555
"(x11, x14, x15)",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.387571
"(x11, x14, x15, x2)",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.50035
"(x11, x14, x15, x5)",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.47868
"(x11, x14, x16, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.593698
"(x11, x14, x2)",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.500024
"(x11, x14, x2, x5)",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.621614
"(x11, x14, x5)",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.441323
"(x11, x15)",No,Si,No,No,No,No,Si,Si,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,0.277696
"(x11, x15, x16)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.407456
"(x11, x15, x17, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.43244
"(x11, x15, x17, x8)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.403526
"(x11, x15, x18, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.43826
"(x11, x15, x18, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.47788
"(x11, x15, x19, x8)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.380023
"(x11, x15, x2)",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.400638
"(x11, x15, x2, x4)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.493719
"(x11, x15, x2, x5)",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.539598
"(x11, x15, x2, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.531368
"(x11, x15, x5)",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.374911
"(x11, x15, x5, x9)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.522709
"(x11, x15, x6)",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.289028
"(x11, x15, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.42672
"(x11, x15, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.348015
"(x11, x15, x8, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.559689
"(x11, x15, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.451536
"(x11, x16)",No,Si,No,No,No,No,Si,No,No,No,Si,Si,No,Si,No,No,No,No,No,Si,No,No,0.373024
"(x11, x16, x17)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.386834
"(x11, x16, x17, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.485834
"(x11, x16, x18)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.456043
"(x11, x16, x18, x2)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.54316
"(x11, x16, x18, x8)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.517022
"(x11, x16, x2, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.552226
"(x11, x16, x3, x5)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.503111
"(x11, x16, x3, x7)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.487063
"(x11, x16, x5)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.485422
"(x11, x16, x6)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.371199
"(x11, x16, x7)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.47179
"(x11, x16, x8)",No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,0.45708
"(x11, x16, x9)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.500337
"(x11, x17)",No,Si,No,No,No,No,Si,No,Si,No,Si,No,No,No,Si,No,No,No,Si,Si,No,No,0.277265
"(x11, x17, x18, x8)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.44178
"(x11, x17, x19)",No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,0.297336
"(x11, x17, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.430234
"(x11, x17, x2, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.590414
"(x11, x17, x3)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.298142
"(x11, x17, x3, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.42696
"(x11, x17, x3, x5)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.392965
"(x11, x17, x3, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.419903
"(x11, x17, x4)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.425856
"(x11, x17, x5)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.381142
"(x11, x17, x5, x7)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.50065
"(x11, x17, x7, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.499781
