dataset,dataset_desc,dataset_n_samples,dataset_n_dims,run_index,finder_runtime_s,mean_f1,mean_lift_precision,total_regions,per_class,valuable_counts,params_json
wide_classification,Clasificación ancha inspirada en stress tests,240,7,434,0.228483,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,435,0.238385,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,436,0.231226,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,437,0.227652,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,438,0.244871,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,439,0.224602,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,440,0.233498,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,441,0.265133,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,442,0.251706,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,443,0.246884,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,444,0.201615,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,445,0.218973,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,446,0.242611,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,447,0.286394,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,448,0.246164,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,449,0.249113,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,450,0.243803,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,451,0.260339,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,452,0.255041,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,453,0.281971,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,454,0.246431,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,455,0.232907,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,456,0.288328,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,457,0.260369,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,458,0.219658,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,459,0.233309,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,460,0.235542,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,461,0.216180,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,462,0.929297,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,463,0.930223,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,464,0.986374,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,465,0.962861,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,466,1.115436,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,467,1.109613,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,468,1.019455,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,469,0.996106,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,470,1.005648,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,471,1.011333,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,472,1.123062,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""consider_dims_up_to"": 5, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
